id,_title,_description,keywords,_circa,_date created,_material,_width,_height,_depicts,year,_Lat,_Lon
007A5P3F10-055,Ipanema,"O bairro de Ipanema foi surgindo na última década do século XIX, por iniciativa do Barão de Ipanema. O próprio nome do bairro, aliás, foi homenagem deste para com seu pai, o Conde de Ipanema. A urbanização coube ao Barão e seu amigo, Coronel José Silva. Em 1894 eles abriram as praças Marechal Floriano Peixoto (hoje General Osório) e Coronel Valadares (ou N.S. da Paz), a Av. Vieira Souto e outras. Somente em 1902 os primeiros bondes começaram a transitar por Vila Ipanema, como era chamado o novo bairro.",Augusto Malta,1907 – 1913,,FOTOGRAFIA/ Papel,,,,1910,,
007A5P3F10-057,Chafariz do Largo da Carioca e Imprensa Nacional,"O Chafariz do Largo da Carioca, que hoje não existe mais, foi o primeiro da história do Rio de Janeiro. Construído em estilo barroco, em 1723 tinha a função de abastecer a cidade, que sofria com o crônico problema da falta de água. Em 1834 o chafariz foi demolido para dar lugar a um outro, agora em estilo neo-clássico. O chafariz, porém, não conseguiu alcançar 100 anos de vida, pois em 1925 o prefeito Alaor Prata destruiu-o por completo.",Augusto Malta,,"May 6, 1912",FOTOGRAFIA/ Papel,28.1 cm,19.4 cm,,1912,,
007A5P3F10-058,Convento e Igreja de Santo Antônio,Convento e Igreja de Santo Antônio e Igreja da Venerável Ordem Terceira de São Francisco da Penitência.,Augusto Malta,,1902,FOTOGRAFIA/ Papel,32.1 cm,19.7 cm,,1902,,
007A5P3F10-074,Santa Teresa,"O bairro surgiu a partir de um convento que ali se instalara no século XVIII. O Convento das Carmelitas Descalças ou simplesmente Teresianas, nasceu da iniciativa de duas moças de tradicionais famílias cariocas e com a ajuda e patrocínio de Gomes Freire, então governador da Côlonia. Em sua volta, por ocasião da expansão da cidade, chácaras da camada abastada da sociedade foram surgindo, acompanhando mais tarde o aparecimento de sobrados. O bonde só surgiu em 1872.",Augusto Malta,,1918,FOTOGRAFIA/ Papel,,,,1918,,
007A5P3F10-076,Passeio Público,"Idealizado pelo vice-rei Luís de Vasconcelos e Souza e construído por Mestre Valentim, o Passeio Público foi construído no século XVIII e logo incorporado ao cotidiano das famílias nobres da cidade que o fizeram de ponto de encontro. Em meados do século XIX, o Passeio foi revitalizado pelo botânico e arquiteto paisagístico Auguste François Glaziou que reformulou seus jardins deixando, no entanto, intocáveis as obras de mestre Valentim.",Augusto Malta,1905 – 1915,,FOTOGRAFIA/ Papel,23.5 cm,12.7 cm,,1910,,
007A5P3F10-081,Estação da Cantareira,"Estação das Barcas na Praça XV, no centro do Rio de Janeiro, prédio projetado pelo artista Tomas Driendl e inaugurado em 1906. A exploração da navegação a vapor na baía de Guanabara foi autorizada por D. João VI em 1817, sendo a primeira linha regular para Niterói inaugurada em 14 de outubro de 1835. Antes, no início do século XIX, a navegação pela baía era feita por faluas, saveiros e botes em viagens longas e perigosas durante a noite. Em 1860 o governo imperial autorizou a Companhia Ferry a introduzir o sistema de ferry boats, embarcações a vapor que transportavam cargas, veículos e passageiros. As estações ficavam no Cais Pharoux (atual Praça XV), no Rio, e em frente a rua Chagas (hoje Praça Leoni Ramos), em São Domingos, Niterói. Com a fusão da Companhia Ferry e da Empresa de Obras Públicas do Brasil em 1889 surgiu a Companhia Cantareira e Viação Fluminense, que introduziu a venda de passes, recuperou as barcas antigas e construiu novas estações no Rio e em Niterói.",Augusto Malta,,1920,FOTOGRAFIA/ Papel,23.8 cm,17.7 cm,,1920,,
007A5P3F10-086,Politécnica de São Francisco de Paula,"Localizada no Largo de São Francisco de Paula, o prédio foi o primeiro no Brasil erguido especialmente para abrigar uma escola de ensino superior. Foi sede da Escola Politécnica, antiga Escola Central. As origens da Escola confundem-se com as da Academia Real Militar, depois Escola Militar, transferida em 1812 da Casa do Trem para o prédio do Largo de São Francisco. Em 1874, a totalidade do ensino militar passara para a escola da Praia Vermelha, e a antiga Escola Central passou a ser formada somente por civis, e ganhou o nome de Politécnica. Seu primeiro diretor foi o Visconde do Rio Branco. Atualmente é sede do Instituto de Filosofia e Ciências Sociais da UFRJ.",Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,23.8 cm,17.3 cm,,1920,,
007A5P3F10-087,Praça da República,"Chamava-se à época de Malta Praça da República, tendo várias denominações anteriores, a começar com Campo de Sant´Anna, que se refere a antiga igreja que lá ergueu-se. Passou a chamar-se Campo da Aclamação no Império, e por breve período Campo da Honra. Tantos nomes devem-se à agitada história do logradouro, que foi palco de momentos importantes na política. Na foto, podemos ver à direita o Ministério da Guerra, hoje Ministério do Exército. A arborização é obra de Pereira Passos, sendo que parte da praça foi tomada pela construção da avenida Presidente Vargas.",Augusto Malta,,1906,FOTOGRAFIA/ Papel,,,,1906,,
007A5P3F10-089,Praça 11 de Junho,"Praça Onze de Junho, que com seu nome rende homenagem à batalha do Riachuelo, da qual a Marinha Brasileira saiu vitoriosa contra as forças do General Lópes, na Guerra do Paraguai. A praça em si é do período colonial, e era um rocio da cidade que só foi embelezado no governo Imperial, em 1846. Neste ano, o arquiteto Grandjean de Montingny projetou um chafariz em forma de uma grande taça de mármore para enfeitá-la.",Augusto Malta,1917 – 1927,,FOTOGRAFIA/ Papel,23.5 cm,17.9 cm,,1922,,
007A5P3F13-026,Hotel Central,"Inaugurado em 1915, o Hotel Central, já demolido, contava com 124 quartos. Nessa época, o bairro do Flamengo era um dos mais nobres da cidade.",Carlos Bippus,1917 – 1923,,FOTOGRAFIA/ Papel,,,,1920,,
007A5P3F13-030,Botafogo,"Botafogo iluminado pela luz elétrica fornecida pela Societé Anonyme du Gas.  Embora muitas tecnologias do século XIX desenvolvidas na Europa e nos Estados Unidos chegassem com atraso considerável ao Brasil, isso não aconteceu com a luz elétrica, que foi introduzida no Rio em 1879, quatro anos depois de Paris. O ponto de partida foi a estação Pedro II e depois o Campo de Santana. Daí em diante, a luz elétrica foi se expandido pela cidade, principalmente depois da reforma promovida pelo prefeito Passos e da Societé Anonyme du Gas.",Carlos Bippus,1919 – 1925,,FOTOGRAFIA/ Papel,21.7 cm,15.9 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1922,,
007A5P3F13-031,"Canal do Mangue, conjunção do Planeta Vênus com a Lua",,Carlos Bippus,1922 – 1928,,FOTOGRAFIA/ Papel,,,,1925,,
007A5P3F13-038,Praia de Botafogo,"A baía iluminada pela lua, e o bairro de Botafogo iluminado pela luz eletrica fornecida pela Societé Anonyme du Gas.  Embora muitas tecnologias do século XIX desenvolvidas na Europa e nos Estados Unidos chegassem com atraso considerável no Brasil, isso não aconteceu com a luz eletrica que foi introduzida no Rio em 1879, quatro anos depois de Paris. O ponto de partida foi a estação Pedro II e depois o campo de Santana. Daí em diante, a luz elétrica foi se expandido pela cidade, principalmente depois da reforma Passos e da Societé Anonyme du Gas.",Carlos Bippus,1919 – 1925,,FOTOGRAFIA/ Papel,,,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1922,,
007A5P3F13-042,Ressaca,"Uma onda estourando na Av. Beira-Mar, em um dos vários trechos em que foi destruída na histórica ressaca de 1913.",Carlos Bippus,,1913,FOTOGRAFIA/ Papel,,,,1913,,
007A5P3F13-043,Ponte Alexandrino,"Construída no Governo Hermes da Fonseca, por ordem do Ministro da Guerra, Almirante Alexandrino, esta ponte foi a primeira a ligar o continente à Ilha das Cobras. De ferro, media 200 metros de comprimento e tinha 16 metros de altura, para que por baixo passassem as embarcações.",José dos Santos Affonso,1911 – 1920,,FOTOGRAFIA/ Papel,21.9 cm,16.0 cm,,1915,,
007A5P3F13-046,Botafogo visto do Pão de Açúcar,"A baía iluminada pela lua, e o bairro de Botafogo iluminado pela luz eletrica fornecida pela Societé Anonyme du Gas.  Embora muitas tecnologias do século XIX desenvolvidas na Europa e nos Estados Unidos chegassem com atraso considerável no Brasil, isso não aconteceu com a luz eletrica que foi introduzida no Rio em 1879, quatro anos depois de Paris. O ponto de partida foi a estação Pedro II e depois o campo de Santana. Daí em diante, a luz elétrica foi se expandido pela cidade, principalmente depois da reforma Passos e da Societé Anonyme du Gas.",Braz,1919 – 1925,,FOTOGRAFIA/ Papel,,,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1922,,
007A5P3F13-050,Estação do Corcovado,"Estação que dava acesso ao morro do Corcovado por meio da Estrada de Ferro de mesmo nome, a primeira ferrovia eletrificada do Brasil, inaugurada em 1884. O morro do Corcovado está situado na Serra da Carioca e faz parte do Parque Nacional da Tijuca. No século XVI recebeu dos portugueses o nome de Pináculo (ou Pico) da Tentação, numa alusão a um monte bíblico. Somente no século XVIII é que foi rebatizado como Corcovado, por causa de sua forma, que lembra uma corcova ou corcunda.",Fritz Büsch,,1890,FOTOGRAFIA/ Papel,21.1 cm,15.4 cm,,1890,,
007A5P3F13-051,Paineiras,"As Paineiras fazem parte do Parque Nacional da Tijuca, que abriga a Floresta da Tijuca, maior floresta urbana do mundo. O caminho das Paineiras era um dos acessos ao morro do Corcovado.",Fritz Büsch,,1890,FOTOGRAFIA/ Papel,,,,1890,,
007A5P3F14-001,Estátua de D. Pedro I no largo do Rócio,"A fotografia mostra a estátua de bronze de D. Pedro I na Praça da Constituição, atual Tirandentes. A estátua eqüestre foi feita na França por Louis Rochet, cujo assistente era Augusto Rodin. Em 1861 Rochet montou o monumento na Praça, e quatro anos depois foi instalado o gradil em ferro fundido que circunda a estátua, executado pelo artista Miguel Couto dos Santos.",Revert Henrique Klumb,,1862,FOTOGRAFIA/ Papel,,,,1862,,
007A5P3F14-005,Estátua de D. Pedro I no largo do Rócio,"A fotografia mostra a estátua de bronze de D. Pedro I na Praça da Constituição, atual Tirandentes. A estátua eqüestre foi feita na França por Louis Rochet, cujo assistente era Augusto Rodin. Em 1861 Rochet montou o monumento na Praça, e quatro anos depois foi instalado o gradil em ferro fundido que circunda a estátua, executado pelo artista Miguel Couto dos Santos.",Revert Henrique Klumb,,1861,FOTOGRAFIA/ Papel,,,,1861,,
007A5P3F14-006,Estátua de D. Pedro I no largo do Rócio,"A fotografia mostra a estátua de bronze de D. Pedro I na Praça da Constituição, atual Tirandentes. A estátua eqüestre foi feita na França por Louis Rochet, cujo assistente era Augusto Rodin. Em 1861 Rochet montou o monumento na Praça, e quatro anos depois foi instalado o gradil em ferro fundido que circunda a estátua, executado pelo artista Miguel Couto dos Santos.",Revert Henrique Klumb,,1861,FOTOGRAFIA/ Papel,,,,1861,,
007A5P3FG02-030-031,Pedra de Itapuca,,Marc Ferrez,1880 – 1890,,FOTOGRAFIA/ Papel,,,,1885,,
007A5P3FG05-022,A Glória vista do Passeio Público,"A Glória vista do Passeio Público. A Glória surgiu a mando do vice-rei Marquês do Lavradio para preparar feiras livres de impostos e normalizar, assim, o abastecimento das capitanias do Rio e de Minas no século XVIII. Em 1857 o bairro foi totalmente remodelado pelo vereador Haddock Lobo, a fim de  melhorar a aparência ao logradouro.",Georges Leuzinger,1860 – 1870,,FOTOGRAFIA/ Papel,,,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1532671"">Glória</a>",1865,,
007A5P4F01-022,Urca e morro do Corcovado tomados do interior de edificação,"Urca e morro do Corcovado, ainda sem o Cristo Redentor.",Augusto Malta,1907 – 1913,,FOTOGRAFIA/ Papel,23.0 cm,17.0 cm,,1910,,
007ALA110,Vista aérea da praia de Copacabana,,Jorge Kfuri,1916 – 1926,,FOTOGRAFIA/ Papel,17.2 cm,12.2 cm,,1921,,
007ALA112,Vista aérea das praias de Copacabana e de Ipanema,,Jorge Kfuri,1916 – 1926,,FOTOGRAFIA/ Papel,17.1 cm,12.2 cm,,1921,,
013RJ006038,"Av. Central, atual Rio Branco - um ano após a inauguração da instalação de iluminação incandescente",Obra importante no projeto modernizador de Pereira Passos à cidade. A Avenida Central corta o centro do Rio e foi inaugurada em 1905. Na avenida estão prédios importantes como o Teatro Municipal e a Biblioteca Nacional.,Augusto Malta,,1906,FOTOGRAFIA/ Papel,28.5 cm,22.0 cm,,1906,,
013RJ007028,Jardim Botânico com suas palmeiras imperiais,"A história do Jardim Botânico começa com a criação do Jardim da Aclimatação, por D. João VI, em 13 de junho de 1808, pouco depois da chegada da família real ao Brasil. Inicialmente para aclimatar as especiarias vindas das Índias Orientais, o jardim virou Real Horto em 1811. Especula-se que as primeiras plantas vieram das Ilhas Maurício, inclusive as famosas palmeiras, como as retratadas na foto. O primeiro exemplar de palmeira foi chamada Palma Mater, plantada pelo próprio D. João. Por isso elas ficaram popularmente conhecidas como palmeiras reais ou imperiais.",Anônimo,1906 – 1912,,FOTOGRAFIA/ Papel,,,,1909,,
013RJ011009,Vista do Rio de Janeiro tomada do morro do Corcovado,"Entrada da baía de Guanabara, em fotografia feita por Malta do alto do Morro do Corcovado. O Corcovado está situado na Serra da Carioca e faz parte do Parque Nacional da Tijuca. No século XVI recebeu dos portugueses o nome de Pináculo (ou Pico) da Tentação, numa alusão a um monte bíblico. Somente no século XVIII é que foi rebatizado como Corcovado, por causa de sua forma alusiva a uma corcova ou corcunda.  Na época do registro ainda não havia a estátua do Cristo Redentor, inaugurada somente em 12 de outubro de 1931. Vemos ainda no centro da imagem o morro do Pão de Açúcar e, à direita, o bairro de Botafogo.",Augusto Malta,,1906,FOTOGRAFIA/ Papel,28.5 cm,22.6 cm,,1906,,
013RJ011019,"Praça XV de Novembro, Cais Pharoux e chafariz do mestre Valentim","O Cais Pharoux recebeu este nome por causa do francês Luís Adolfo Pharoux, que veio para o Brasil na época da Santa Aliança e instalou um hotel na rua Fresca (depois rua Clapp e, com o hotel, rua Pharoux), na esquina do Largo do Paço, com janelas que davam para o mar e uma ponte própria para o desembarque de passageiros. Na praia do Largo do Paço o vice-rei Luís Vasconcelos mandou construir, em 1779, um cais semelhante ao que havia em Lisboa. Acabou sendo parcialmente destruído pela violência das ondas que nele batiam. Sua primeira remodelação foi no reinado de D. João VI, em que novos aterros fizeram com que fosse para frente, e ganhou definitivamente  o nome de Pharoux. Era da ponte do Hotel Pharoux que saíam as barcas que faziam a travessia do Rio para Niterói.",Augusto Malta,,1906,FOTOGRAFIA/ Papel,28.8 cm,21.0 cm,,1906,,
013RJ011039,Passeio Público na Lapa - vendo-se os bondes da Cia. Jardim Botânico,"Passeio Público é o primeiro parque público do Brasil, uma imensa área verde bem no centro da cidade. Originalmente obra urbanística de Mestre Valentim, que planejou e executou o jardim, a fonte dos jacarés e as pirâmides, que ainda permanecem. Foi reformado pelo arquiteto e  paisagista Auguste Marie Glaziou em 1862.",Augusto Malta,,1906,FOTOGRAFIA/ Papel,28. cm,22.0 cm,,1906,,
013RJ011040,Pedra da Gávea,"A Pedra da Gávea se levanta quase na beira do mar, entre a desembocadura do rio Cachoeira e a Ponta do Maciço. Faz parte do Maciço da Tijuca, e recebeu esse nome dos portugueses, que quando a viram do mar a acharam parecida com uma gávea (ponto de observação) de veleiro antigo.",Augusto Malta,,1906,FOTOGRAFIA/ Papel,28.5 cm,22.2 cm,,1906,,
013RJ011054,Vista da avenida Beira Mar com o Corcovado e pedra da Gávea ao fundo,"A Avenida Beira Mar, que liga o centro à zona sul da cidade, começou a ser planejada em 1903 pelo prefeito Pereira Passos, o mesmo que planejou a abertura da Avenida Central (atual Rio Branco), que na época ainda estava pela metade. Passos a imaginou como a Promenade des Anglais, em Nice, na França, e também como um prolongamento da Rio Branco. A avenida contornaria a baía até o fim de Botafogo, partindo do antigo Cais da Glória ou Praia das Areias de Espanha. Foi inaugurada em 1905, adornada por colunetas que foram destruídas por ressacas. Vemos na foto também o bairro da Glória após a re-urbanização empreendida também por Pereira Passos. Ao fundo está a Lapa e, à direita, o Palácio Monroe.",Augusto Malta,,"November 12, 1906",FOTOGRAFIA/ Papel,28.5 cm,22.6 cm,,1906,,
014AAN00501,"Leme, visto do morro do Inhangá",,Anônimo,,1907,FOTOGRAFIA/ Papel,23.0 cm,17.3 cm,,1907,,
014AAN00502,"Pedras de Inhangá, formação rochosa que demarcava a separação das praias de Copacabana e do Leme","Esta formação rochosa ficava localizada nas proximidades da atual rua República do Peru, O morro do Inhangá foi parcialmente demolido, na década de 1920. Em 1934, o costão rochoso do morro que dava para a avenida Atlântica também foi parcialmente cortado e  demolido totalmente em 1951, para a construção dos edifícios Chopin, Balada e Prelúdio. Hoje resta apenas uma parte do morro próxima à praça Cardeal Arcoverde.",Anônimo,,1907,FOTOGRAFIA/ Papel,23 cm,17.2 cm,,1907,,
014AAN00503,Rua Araújo Gondim,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00504,Morro da Vigia,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00506,Praça Sacopenapan,Atual praça Cardeal Arcoverde.,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00507,Rua Gustavo Sampaio,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00508,Rua Tonelero,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00509,Restaurante Belle-Vue,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00510,Praia de Copacabana até a igrejinha,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00511,Parte da rua Tonelero,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00512,Rua Gustavo Sampaio,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00513,Morro da rua Tonelero,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00514,Panorama de Copacabana,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00515,Vista do Leme,,Anônimo,,1907,FOTOGRAFIA/ Papel,23. cm,17.1 cm,,1907,,
014AAN00516,Entrada do túnel novo,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.0 cm,17.3 cm,,1907,,
014AAN00517,Copacabana,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00518,Vista da rua Nossa Senhora de Copacabana e praia,,Anônimo,,1907,FOTOGRAFIA/ Papel,23. cm,17.1 cm,,1907,,
014AAN00519,Restaurante Avenida Atlântica,,Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.1 cm,,1907,,
014AAN00520,Morro da Igrejinha,,Anônimo,,1907,FOTOGRAFIA/ Papel,22.9 cm,17.2 cm,,1907,,
014AAN00521,Morro do Inhangá,"Esta formação rochosa ficava localizada nas proximidades da atual rua República do Peru, O morro do Inhangá foi parcialmente demolido, na década de 1920. Em 1934, o costão rochoso do morro que dava para a avenida Atlântica também foi parcialmente cortado e demolido totalmente  em 1951, para a construção dos edifícios Chopin, Balada e Prelúdio. Hoje resta apenas uma parte do morro próxima à praça Cardeal Arcoverde.",Anônimo,,1907,FOTOGRAFIA/ Papel,23.1 cm,17.2 cm,,1907,,
