qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
nan,Q125191,"Panorama do Rio de Janeiro, a partir do Morro da Conceição",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1892-01-01T00:00:00Z/9,1897-01-01T00:00:00Z/9,Q155,@-22.89951/-43.18345,55.02696U11573,79.09066U28390,87.82774U28390,Q10312614,Q56055236||Q35158,Q71989864,001GU001016,Q107387614||Q35158,50.0U28390,270U174728,210U174728,82345
nan,Q125191,"Panorama do centro do Rio, a partir do Morro de Santo Antônio",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1892-01-01T00:00:00Z/9,1897-01-01T00:00:00Z/9,Q155,@-22.90855/-43.1794,34.62466U11573,24.31689U28390,90.01581U28390,Q10312614,Q56055236||Q35158,Q71989864,001GU001015,Q107387614||Q35158,45.15U28390,270U174728,210U174728,82344
nan,Q125191,Pedra da Gávea; a partir de São Conrado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.98685/-43.24481,190.42565U11573,-113.24174U28390,90.12039U28390,Q3180571,Q56055236||Q35158,Q71989864,007A5P3FG02-111-112,Q172984||Q35158,30.86U28390,376U174728,277U174728,82758
nan,Q125191,Fachada do Convento da Ajuda,Fotografia de Augusto Malta,Photograph by Augusto Malta,1911-01-01T00:00:00Z/9,1911-01-01T00:00:00Z/9,1911-01-01T00:00:00Z/9,Q155,@-22.91191/-43.17504,9.28063U11573,-58.97004U28390,94.10247U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P4F01-005,Q172984||Q35158,60.2U28390,300U174728,195U174728,6975
nan,Q125191,O Rio de Janeiro visto da Fortaleza de São João,Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1918-01-01T00:00:00Z/9,Q155,@-22.94291/-43.15722,32.62569U11573,-118.7138U28390,85.88453U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P4F01-023,Q172984||Q35158,51.79U28390,230U174728,170U174728,6980
nan,Q125191,"Praça Tiradentes, ao fundo rua da Constituição; à direita a avenida senhor dos Passos e o teatro João Caetano",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.90642/-43.18186,26.03707U11573,-85.40819U28390,82.43664U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P4F01-041,Q172984||Q35158,50.0U28390,230U174728,170U174728,6983
nan,Q125191,Avenida Paulo de Frontin,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-10-08T00:00:00Z/11,1928-01-01T00:00:00Z/9,1928-01-01T00:00:00Z/9,Q155,@-22.93034/-43.20894,37.83222U11573,-5.22664U28390,82.53156U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P4F02-004,Q172984||Q35158,50.0U28390,238U174728,173U174728,88643
nan,Q125191,Museu Nacional,Fotografia de Augusto Malta,Photograph by Augusto Malta,1930-01-01T00:00:00Z/8,1925-01-01T00:00:00Z/9,1935-01-01T00:00:00Z/9,Q155,@-22.90569/-43.2251,26.60108U11573,-89.50102U28390,95.71585U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P4F02-028,Q172984||Q35158,60.18U28390,282U174728,222U174728,88648
nan,Q125191,Teatro Apolo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-09-08T00:00:00Z/11,1920-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.90911/-43.18345,10.45791U11573,-154.56483U28390,99.48339U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P4F02-030,Q172984||Q35158,40.97U28390,177U174728,233U174728,6588
nan,Q125191,A Escola Militar da Praia Vermelha,Fotografia de Augusto Malta,Photograph by Augusto Malta,1908-01-01T00:00:00Z/9,1908-01-01T00:00:00Z/9,1908-01-01T00:00:00Z/9,Q155,@-22.95251/-43.17377,25.52749U11573,95.4853U28390,94.45242U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P4F02-038,Q172984||Q35158,53.61U28390,294U174728,196U174728,88650
nan,Q125191,Panorama de Botafogo e da Lagoa Rodrigo de Freitas; a partir do Mirante Dona Marta,Fotografia de Augusto Malta,Photograph by Augusto Malta,1924-01-01T00:00:00Z/8,1921-01-01T00:00:00Z/9,1927-01-01T00:00:00Z/9,Q155,@-22.945/-43.19635,369.95095U11573,-156.1287U28390,78.35195U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P4F02-053,Q172984||Q35158,41.3U28390,300U174728,194U174728,82806
nan,Q125191,Chegada da família real da Bélgica ao Rio de Janeiro,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1920-09-19T00:00:00Z/11,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89494/-43.18061,36.62335U11573,-166.83583U28390,71.03607U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA058,Q172984||Q35158,45.01U28390,170U174728,119U174728,82502
nan,Q125191,Exposição de 1922 - Portão do Norte,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.90521/-43.17161,17.58319U11573,130.21229U28390,89.302U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P4F02-065,Q172984||Q35158,50.0U28390,221U174728,173U174728,7007
nan,Q125191,Exposição Internacional de 1922 - Pavilhão do Distrito Federal,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.90532/-43.17084,7.55695U11573,-174.22378U28390,97.90962U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P4F02-069,Q172984||Q35158,50.0U28390,233U174728,173U174728,82815
nan,Q125191,"Lapa, Passeio Público e Morro do Castelo",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1892-01-01T00:00:00Z/9,1897-01-01T00:00:00Z/9,Q155,@-22.91649/-43.17961,63.86631U11573,58.6076U28390,80.33002U28390,Q10312614,Q56055236||Q35158,Q71989864,001GU001014,Q107387614||Q35158,50.0U28390,270U174728,210U174728,82343
nan,Q125191,Jardim da casa do Barão de Mauá no bairro do Catete,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1872-01-01T00:00:00Z/9,1872-01-01T00:00:00Z/9,1872-01-01T00:00:00Z/9,Q155,@-22.92592/-43.17476,7.54011U11573,78.36696U28390,98.42017U28390,Q3180571,Q56055236||Q35158,Q71989864,007A6P3F07-019,Q107387614||Q35158,50.0U28390,270U174728,340U174728,82786
nan,Q125191,Jardim da casa do Barão de Mauá no bairro do Catete,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1872-01-01T00:00:00Z/9,1872-01-01T00:00:00Z/9,1872-01-01T00:00:00Z/9,Q155,@-22.92592/-43.17472,7.83868U11573,-105.99853U28390,98.36992U28390,Q3180571,Q56055236||Q35158,Q71989864,007A6P3F07-020,Q107387614||Q35158,50.0U28390,270U174728,340U174728,82789
nan,Q125191,Vista aérea da Ilha das Enxadas,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.87784/-43.17334,562.7576U11573,-171.50957U28390,46.39361U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA001,Q172984||Q35158,45.01U28390,155U174728,104U174728,82452
nan,Q125191,Torre de sinalização,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.88309/-43.1752,7.20488U11573,-170.95112U28390,101.50224U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA002,Q172984||Q35158,29.51U28390,93U174728,171U174728,82450
nan,Q125191,Posto Médico na Ilha das Enxadas,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.88313/-43.17555,10.44686U11573,28.29583U28390,95.25U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA003,Q172984||Q35158,50.0U28390,168U174728,115U174728,82453
nan,Q125191,Vista aérea de Niterói,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.90204/-43.13548,264.18688U11573,102.50822U28390,73.02247U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA004,Q172984||Q35158,44.99U28390,173U174728,125U174728,82454
nan,Q125191,Vista aérea de Niterói,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.90872/-43.14638,338.225U11573,63.44399U28390,80.19987U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA005,Q172984||Q35158,45.0U28390,162U174728,111U174728,82451
nan,Q125191,Vista aérea de Niterói,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.88407/-43.13449,275.06627U11573,119.01408U28390,77.53595U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA006,Q172984||Q35158,50.01U28390,161U174728,105U174728,82455
nan,Q125191,Vista aérea de Niterói,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.88594/-43.13011,294.09418U11573,111.7989U28390,69.14713U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA007,Q172984||Q35158,45.0U28390,174U174728,121U174728,82459
nan,Q125191,Vista aérea do centro do Rio de Janeiro,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.86884/-43.20879,276.23963U11573,-137.74663U28390,73.58705U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA008,Q172984||Q35158,50.0U28390,175U174728,120U174728,82458
nan,Q125191,Vista aérea da Ilha de Mocanguê e Ponta da Armação,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.88647/-43.14806,89.18965U11573,58.76953U28390,84.96227U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA009,Q172984||Q35158,44.99U28390,164U174728,106U174728,82456
nan,Q125191,Exposição Internacional de 1922,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-09-04T00:00:00Z/11,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.90511/-43.16835,8.6932U11573,-103.98516U28390,93.6376U28390,Q16495239,Q56055236||Q35158,Q71989864,007A5P4F02-067,Q172984||Q35158,40.0U28390,256U174728,203U174728,82813
nan,Q125191,"Vista aérea do centro do Rio de Janeiro, ao fundo, o Morro do Corcovado e a Pedra da Gávea",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.91409/-43.16308,423.39242U11573,-137.79798U28390,76.60332U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA059,Q172984||Q35158,50.0U28390,170U174728,119U174728,82506
nan,Q125191,Vista aérea dos bairros da Glória e do Flamengo,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.91953/-43.17059,185.8236U11573,-146.06508U28390,76.45791U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA060,Q172984||Q35158,49.03U28390,171U174728,122U174728,82509
nan,Q125191,"Vista aérea do bairro da Glória, destaque para o Hotel Glória ainda em construção",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1922-01-01T00:00:00Z/8,1921-01-01T00:00:00Z/9,1927-01-01T00:00:00Z/9,Q155,@-22.92458/-43.17215,310.03949U11573,-28.5279U28390,31.91844U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA061,Q172984||Q35158,45.08U28390,122U174728,146U174728,82511
nan,Q125191,Vista aérea de Niterói,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89392/-43.13195,299.7779U11573,52.45692U28390,76.75323U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA119,Q172984||Q35158,50.03U28390,164U174728,110U174728,82566
nan,Q125191,Leblon; Avenida Niemeyer,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.99196/-43.2337,41.8056U11573,133.10045U28390,83.07626U28390,Q3180571,Q97570383||Q35158,Q71989864,007CX019-09,Q355674||Q35158,50.0U28390,125U174728,60U174728,87146
nan,Q125191,Vista noturna do Passeio Público,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.91388/-43.17662,9.20436U11573,75.19934U28390,101.01327U28390,Q3180571,Q97570383||Q35158,Q71989864,007CX019-10,Q355674||Q35158,50.0U28390,125U174728,60U174728,87145
nan,Q125191,Ministério da Agricultura,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.95356/-43.16959,9.58793U11573,-123.73224U28390,99.53737U28390,Q3180571,Q97570383||Q35158,Q71989864,007CX019-11,Q355674||Q35158,59.83U28390,125U174728,60U174728,87147
nan,Q125191,"Lapa, Passeio Público, Palácio Monroe, Rua Santa Luzia e Morro do Castelo; vistos da Rua Taylor",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.91786/-43.1784,55.80204U11573,26.43108U28390,86.9838U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX020-01,Q172984||Q35158,60.0U28390,130U174728,60U174728,87631
nan,Q125191,"Alto da Boa Vista, visto da Antiga Estrada do Caminho do Jardim; atual Estrada da Vista Chinesa",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.96974/-43.25927,11.82371U11573,-139.49482U28390,84.05722U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX020-03,Q172984||Q35158,44.96U28390,130U174728,60U174728,87632
nan,Q125191,"Avenida Niemeyer; ao fundo, a Pedra da Gávea",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1920-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1923-01-01T00:00:00Z/9,Q155,@-22.99716/-43.24149,167.20444U11573,-72.30464U28390,97.70345U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX020-06,Q172984||Q35158,45.15U28390,130U174728,60U174728,87633
nan,Q125191,Vista do Rio de Janeiro; a partir do alto do Corcovado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.95178/-43.21007,726.13271U11573,30.04298U28390,81.08479U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX020-08,Q172984||Q35158,44.97U28390,130U174728,60U174728,87634
nan,Q125191,"Avenida Niemeyer; ao fundo, a Pedra da Gávea",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1920-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1923-01-01T00:00:00Z/9,Q155,@-22.99846/-43.25585,13.31617U11573,-88.0938U28390,93.92772U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX021-01,Q172984||Q35158,55.1U28390,130U174728,60U174728,87635
nan,Q125191,"Catete, Glória e Pão de Açucar; tomados de Santa Tereza",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.91811/-43.18158,9.94U11573,131.19103U28390,85.05U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX021-03,Q172984||Q35158,45.1U28390,130U174728,60U174728,87638
nan,Q125191,Avenida Central (atual Rio Branco) e Palácio Monroe (ao fundo); tomados da Avenida República do Paraguai,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.91027/-43.17939,52.28155U11573,111.93065U28390,85.36583U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX021-05,Q172984||Q35158,43.12U28390,130U174728,60U174728,87637
nan,Q125191,Morro do Pão de Açúcar; visto do morro da Urca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.951/-43.1638,225.01267U11573,81.11857U28390,89.13441U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX021-06,Q172984||Q35158,55.0U28390,130U174728,60U174728,87636
nan,Q125191,Praia de Santa Luzia; tomada de Santa Teresa,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.91819/-43.17896,73.36601U11573,39.59544U28390,84.91845U28390,Q3180571,Q97570383||Q35158,Q71989864,007CX022-01,Q355674||Q35158,44.99U28390,130U174728,60U174728,87641
nan,Q125191,Hangares em construção,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.88303/-43.17715,4.7182U11573,134.25938U28390,91.52379U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA118,Q172984||Q35158,50.0U28390,168U174728,115U174728,82561
nan,Q125191,Biblioteca Nacional,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.91076/-43.17558,11.01465U11573,-5.9787U28390,100.04545U28390,Q3180571,Q97570383||Q35158,Q71989864,007CX022-02,Q355674||Q35158,45.22U28390,125U174728,60U174728,87148
nan,Q125191,Vista tomada do Observatório Nacional,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.8956/-43.22331,43.96218U11573,171.85847U28390,89.67479U28390,Q3180571,Q97570383||Q35158,Q71989864,007CX022-04,Q355674||Q35158,55.0136U28390,130U174728,60U174728,87640
nan,Q125191,Praia do Vidigal,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1914-01-01T00:00:00Z/8,1909-01-01T00:00:00Z/9,1919-01-01T00:00:00Z/9,Q155,@-22.99347/-43.23353,25.55226U11573,52.6715U28390,87.28045U28390,Q3180571,Q97570383||Q35158,Q71989864,007CX022-05,Q355674||Q35158,44.62U28390,130U174728,60U174728,92169
nan,Q125191,Rua Joaquim Murtinho,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.91646/-43.183,75.62071U11573,84.69249U28390,82.84469U28390,Q3180571,Q97570383||Q35158,Q71989864,007CX022-08,Q355674||Q35158,45.28U28390,130U174728,60U174728,87643
nan,Q125191,Estátua equestre de Dom Pedro I,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.90688/-43.18256,10.04118U11573,-105.38893U28390,101.4U28390,Q3180571,Q97570383||Q35158,Q71989864,007CX022-09,Q355674||Q35158,50.0U28390,130U174728,60U174728,87642
nan,Q125191,Vista tomada da Estrada das Paineiras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.94648/-43.20485,209.6301U11573,54.02063U28390,85.42837U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX023-01,Q172984||Q35158,45.07U28390,130U174728,60U174728,87644
nan,Q125191,Homem observa a vista do Morro do Pão de Açúcar,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.9494/-43.15636,394.9231U11573,72.21355U28390,86.38966U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX023-03,Q172984||Q35158,56.83U28390,130U174728,60U174728,87645
nan,Q125191,Enseada de Botafogo e Morro do Corcovado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.94148/-43.17698,7.93875U11573,-109.48235U28390,93.78892U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX023-07,Q172984||Q35158,43.32U28390,130U174728,60U174728,87646
nan,Q125191,Mercado Municipal da Praça XV de Novembro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.90311/-43.17136,8.8899U11573,137.59949U28390,95.23692U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX025-03,Q172984||Q35158,45.07U28390,130U174728,60U174728,92190
nan,Q125191,Mercado Municipal da Praça XV de Novembro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.9031/-43.17093,9.20204U11573,174.50236U28390,93.97145U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX025-04,Q172984||Q35158,45.0U28390,130U174728,60U174728,92188
nan,Q125191,Estação Central do Brasil,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1915-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.90404/-43.1906,10.95101U11573,-63.92073U28390,90.26051U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX025-05,Q172984||Q35158,60.07U28390,130U174728,60U174728,92189
nan,Q125191,Exposição Internacional de 1922 - Pavilhão,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1922-01-01T00:00:00Z/8,1922-01-01T00:00:00Z/9,1923-01-01T00:00:00Z/9,Q155,@-22.90563/-43.16896,8.71685U11573,157.2684U28390,101.94643U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX173-01,Q172984||Q35158,60.79U28390,130U174728,60U174728,92171
nan,Q125191,Exposição Internacional de 1922 - Pavilhão da Inglaterra,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1922-01-01T00:00:00Z/8,1922-01-01T00:00:00Z/9,1923-01-01T00:00:00Z/9,Q155,@-22.91049/-43.1723,12.89556U11573,-33.46682U28390,97.96987U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX173-04,Q172984||Q35158,59.69U28390,130U174728,60U174728,92172
nan,Q125191,Exposição Internacional de 1922 - Pavilhões,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1922-01-01T00:00:00Z/8,1922-01-01T00:00:00Z/9,1923-01-01T00:00:00Z/9,Q155,@-22.90536/-43.16986,8.36534U11573,47.73614U28390,96.519U28390,Q3180571,Q85621807||Q35158,Q71989864,007CX173-08,Q172984||Q35158,60.0U28390,130U174728,60U174728,92173
nan,Q125191,"Enseada de Botafogo; ao fundo, o Morro do Corcovado",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.94317/-43.17621,9.57102U11573,-100.43876U28390,90.72825U28390,Q3180571,Q97570383||Q35158,Q71989864,007CX022-03,Q355674||Q35158,55.14U28390,130U174728,60U174728,87639
nan,Q125191,Vista dos bairros de Botafogo e Urca; tomada do cume do Pão de Açúcar,Fotografia de A. Ribeiro,Photograph by A. Ribeiro,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1923-01-01T00:00:00Z/9,Q155,@-22.94933/-43.15649,401.61323U11573,-101.87327U28390,83.45753U28390,,Q56055236||Q35158,Q71989864,007A5P3F13-013,Q172984||Q35158,50.81U28390,226U174728,168U174728,88621
