qid,P31,Lpt-br,Dpt-br,P571,P17,P1259,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,,Vista Chinesa,Fotografia de Augusto Malta,1906-01-01,Q155,-22.973298/-43.250116,Q16495239,Q11472,Q71989864,014AM012048,Q172984,63.0 degree,24.0 centimetre,18.0 centimetre,17149
,,"Bondes elétricos na rua Primeiro de Março, destaque para a Igreja Santa Cruz dos Militares",Fotografia de Augusto Malta,,Q155,-22.902632/-43.175785,Q16495239,Q11472,Q71989864,014AM012051,Q172984,59.8 degree,24.0 centimetre,18.1 centimetre,17150
,,"Rua da Carioca, com destaque para a Loja de calçados Casa Atlas",Fotografia de Augusto Malta,,Q155,-22.90672/-43.180354,Q16495239,Q11472,Q71989864,014AM012052,Q172984,50.0 degree,17.5 centimetre,24.1 centimetre,78623
,,Estátua de José Bonifácio,Fotografia de Augusto Malta,,Q155,-22.905058/-43.180784,Q16495239,Q11472,Q71989864,014AM012054,Q172984,42.6 degree,17.5 centimetre,23.1 centimetre,17151
,,Cais do Porto,Fotografia de Augusto Malta,,Q155,-22.893662/-43.18601,Q16495239,Q11472,Q71989864,014AM012055,Q172984,53.8 degree,23.2 centimetre,17.1 centimetre,17152
,,Praça Tiradentes,Fotografia de Augusto Malta,1929-03-05,Q155,-22.906869/-43.181731,Q16495239,Q11472,Q71989864,014AM012056,Q172984,53.6 degree,23.2 centimetre,17.5 centimetre,17153
,,Vista do Pão de Açúcar com o Palácio Monroe em primeiro plano,Fotografia de Augusto Malta,,Q155,-22.911972/-43.175875,Q16495239,Q11472,Q71989864,014AM012058,Q172984,51.8 degree,24.0 centimetre,18.2 centimetre,78624
,,Bonde elétrico na praia de Botafogo,Fotografia de Augusto Malta,,Q155,-22.941396/-43.179154,Q16495239,Q11472,Q71989864,014AM012059,Q172984,50.0 degree,24.2 centimetre,18.3 centimetre,17154
,,"Palácio Tiradentes, atual Câmara dos Deputados e sede da Assembleia Legislativa do Estado",Fotografia de Augusto Malta,,Q155,-22.904428/-43.174391,Q16495239,Q11472,Q71989864,014AM012060,Q172984,61.4 degree,22.0 centimetre,15.2 centimetre,17155
,,Canteiro de obras próximo ao largo da Misericórdia,Fotografia de Augusto Malta,1921-01-01,Q155,-22.904647/-43.171135,Q16495239,Q11472,Q71989864,014AM012061,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,17270
,,"Vista da rua Real Grandeza, cemitério São João Batista à direita e morro Santa Marta ao fundo",Fotografia de Augusto Malta,,Q155,-22.961067/-43.190257,Q16495239,Q11472,Q71989864,014AM012062,Q172984,50.0 degree,23.4 centimetre,17.4 centimetre,17156
,,Vista do Largo de São Francisco de Paula,Fotografia de Augusto Malta,,Q155,-22.905226000000006/-43.180507,Q16495239,Q11472,Q71989864,014AM012063,Q172984,45.8 degree,23.9 centimetre,17.9 centimetre,17157
,,Palácio Monroe,Fotografia de Augusto Malta,,Q155,-22.911662/-43.175147,Q16495239,Q11472,Q71989864,014AM012064,Q172984,50.0 degree,23.5 centimetre,17.0 centimetre,17158
,,Esquina da Avenida Passos com a extinta rua de São Pedro,Fotografia de Augusto Malta,,Q155,-22.90275/-43.184063,Q16495239,Q11472,Q71989864,014AM012066,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,17159
,,Morro de Santo Antônio visto da praça Tiradentes,Fotografia de Augusto Malta,,Q155,-22.906321/-43.182331,Q16495239,Q11472,Q71989864,014AM012068,Q172984,52.6 degree,23.1 centimetre,17.5 centimetre,17160
,,Bonde circulando no bairro de Botafogo,Fotografia de Augusto Malta,,Q155,-22.949123/-43.181862,Q16495239,Q11472,Q71989864,014AM012069,Q172984,49.4 degree,24.0 centimetre,18.0 centimetre,17271
,,Vista da Avenida Rio Branco em frente a sede do Jornal do Brasil,Fotografia de Augusto Malta,,Q155,-22.904875/-43.177577,Q16495239,Q11472,Q71989864,014AM012071,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,17161
,,Cine Odeon,Fotografia de Augusto Malta,,Q155,-22.911244/-43.175172,Q16495239,Q11472,Q71989864,014AM012072,Q172984,39.2 degree,17.9 centimetre,23.9 centimetre,78688
,,Cine Íris,Fotografia de Augusto Malta,1921-12-11,Q155,-22.906582/-43.180467,Q16495239,Q11472,Q71989864,014AM014001,Q172984,50.0 degree,17.2 centimetre,23.1 centimetre,17162
,,"Cine Íris, na Rua da Carioca",Fotografia de Augusto Malta,1921-12-11,Q155,-22.907004/-43.180435,Q16495239,Q11472,Q71989864,014AM014002,Q172984,58.6 degree,22.3 centimetre,17.2 centimetre,78689
,,Competição de remo na enseada de Botafogo,Fotografia de Augusto Malta,1915-10-24,Q155,-22.947162/-43.180686,Q16495239,Q11472,Q71989864,014AM015009,Q172984,56.8 degree,24.0 centimetre,11.8 centimetre,78691
,,Marinheiros em competição de remo na enseada de Botafogo,Fotografia de Augusto Malta,1919-10-19,Q155,-22.946089/-43.179607,Q16495239,Q11472,Q71989864,014AM015010,Q172984,52.6 degree,17.1 centimetre,11.8 centimetre,78690
,,Padaria Mar e Terra,Fotografia de Augusto Malta,1923-01-01,Q155,-22.901329/-43.185598,Q16495239,Q11472,Q71989864,014AM015012,Q172984,50.0 degree,23.9 centimetre,18.0 centimetre,78692
,,Cortejo em homenagem a Tiradentes,Fotografia de Augusto Malta,1922-04-21,Q155,-22.906562/-43.179515,Q16495239,Q11472,Q71989864,014AM017001,Q172984,65.8 degree,24.0 centimetre,18.0 centimetre,17163
,,Pátio do Museu Histórico Nacional em obras,Fotografia de Augusto Malta,1921-01-19,Q155,-22.905902/-43.169733,Q16495239,Q11472,Q71989864,014AM017002,Q172984,50.0 degree,23.3 centimetre,17.5 centimetre,78697
,,Vista da rua do Mercado,Fotografia de Augusto Malta,1922-01-01,Q155,-22.901052/-43.175442,Q16495239,Q11472,Q71989864,014AM017003,Q172984,50.0 degree,18.3 centimetre,24.2 centimetre,17029
,,Inauguração da estátua oferecida pelo México ao Brasil - Monumento a Cuauhtémoc,Fotografia de Augusto Malta,1922-09-16,Q155,-22.937361/-43.172873,Q16495239,Q11472,Q71989864,014AM017004,Q172984,25.6 degree,23.4 centimetre,17.4 centimetre,19247
,,Pescadores na praia de Copacabana,Fotografia de Augusto Malta,1922-10-16,Q155,-22.984052/-43.189286,Q16495239,Q11472,Q71989864,014AM017005,Q172984,50.2 degree,24.1 centimetre,17.2 centimetre,78615
,,"Evento de comemoração aos cem anos do Dia do Fico, em frente a",Fotografia de Augusto Malta,1922-01-09,Q155,-22.903954/-43.180119,Q16495239,Q11472,Q71989864,014AM017006,Q172984,51.0 degree,23.4 centimetre,17.7 centimetre,19246
,,Visita de estudantes ao Cristo Redentor,Fotografia de Augusto Malta,1931-01-01,Q155,-22.951841/-43.210036,Q16495239,FOTOGRAFIA,Q71989864,014AM018001,Q172984,42.0 degree,18.0 centimetre,24.0 centimetre,17499
,,Obras de saneamento básico na praia de Botafogo,Fotografia de Augusto Malta,1933-01-01,Q155,-22.950097/-43.181514,Q16495239,Q11472,Q71989864,014AM018002,Q172984,50.0 degree,23.1 centimetre,17.4 centimetre,17164
,,Praia de Botafogo,Fotografia de Augusto Malta,1933-06-30,Q155,-22.950196/-43.181258,Q16495239,Q11472,Q71989864,014AM018003,Q172984,50.0 degree,23.2 centimetre,17.0 centimetre,78698
,,Rua Pedro Américo,Fotografia de Augusto Malta,1933-09-13,Q155,-22.923921/-43.177792,Q16495239,Q11472,Q71989864,014AM018004,Q172984,50.0 degree,23.2 centimetre,17.0 centimetre,78701
,,Jockey Club,Fotografia de Augusto Malta,,Q155,-22.972611/-43.223974,Q16495239,Q11472,Q71989864,014AM019001,Q172984,50.2 degree,23.1 centimetre,17.3 centimetre,78700
,,Jockey Club,Fotografia de Augusto Malta,1926-03-21,Q155,-22.974138/-43.224977,Q16495239,Q11472,Q71989864,014AM019002,Q172984,60.2 degree,23.1 centimetre,17.3 centimetre,78699
,,Jockey Club,Fotografia de Augusto Malta,,Q155,-22.974405/-43.22487,Q16495239,Q11472,Q71989864,014AM019004,Q172984,62.6 degree,23.1 centimetre,17.3 centimetre,78702
,,Jockey Club,Fotografia de Augusto Malta,1926-06-19,Q155,-22.973349/-43.224246,Q16495239,Q11472,Q71989864,014AM019005,Q172984,67.4 degree,23.1 centimetre,17.3 centimetre,78703
,,Jockey Club,Fotografia de Augusto Malta,1926-06-19,Q155,-22.974067/-43.224186,Q16495239,Q11472,Q71989864,014AM019006,Q172984,64.6 degree,23.1 centimetre,17.3 centimetre,78704
,,Jockey Club,Fotografia de Augusto Malta,,Q155,-22.973257/-43.223871,Q16495239,Q11472,Q71989864,014AM019007,Q172984,64.0 degree,23.1 centimetre,17.3 centimetre,78706
,,Jockey Club,Fotografia de Augusto Malta,1926-06-19,Q155,-22.972193/-43.223217,Q16495239,Q11472,Q71989864,014AM019008,Q172984,62.4 degree,23.1 centimetre,17.3 centimetre,78707
,,Jockey Club,Fotografia de Augusto Malta,1926-08-08,Q155,-22.974117/-43.224555,Q16495239,Q11472,Q71989864,014AM019009,Q172984,58.2 degree,23.1 centimetre,17.3 centimetre,78705
,,Jockey Club,Fotografia de Augusto Malta,,Q155,-22.974939000000006/-43.224157,Q16495239,Q11472,Q71989864,014AM019010,Q172984,49.6 degree,23.1 centimetre,17.3 centimetre,78709
,,Jockey Club,Fotografia de Augusto Malta,1926-06-24,Q155,-22.974272/-43.224575,Q16495239,Q11472,Q71989864,014AM019011,Q172984,50.6 degree,23.1 centimetre,17.3 centimetre,78708
,,Jockey Club,Fotografia de Augusto Malta,,Q155,-22.973411/-43.22432,Q16495239,Q11472,Q71989864,014AM019013,Q172984,67.2 degree,23.1 centimetre,17.3 centimetre,78710
,,Jockey Club,Fotografia de Augusto Malta,1926-07-15,Q155,-22.975177/-43.225588,Q16495239,Q11472,Q71989864,014AM019015,Q172984,51.6 degree,23.1 centimetre,17.3 centimetre,78711
